,headline,entity,majority_label
342,Trump Reprises State of the Union Message in North Carolina,Trump,neutr
343,Amy Klobuchar Compares ‘Cool Newcomer’ Pete Buttigieg to Trump,Klobuchar,neutr
344,Elizabeth Warren Has a Pete Buttigieg Problem,Buttigieg,neutr
345,"White House Aide Vindman, Who Testified in Trump Impeachment Probe, Fired: Lawyer",Trump,neutr
346,New York Threatens to Sue Trump Administration Over Access to Traveler Programs,Trump,neg
347,Biden Shuffles Campaign Leadership After 4th-Place Finish,Biden,neutr
348,The Latest New Hampshire Polls: Buttigieg Looks Competitive,Buttigieg,pos
349,"Joe Biden Shakes Up Campaign Leadership, Elevating Anita Dunn",Biden,neutr
350,"Buttigieg Leads Sanders in Iowa Delegates, 13-12. So, Who Won?",Buttigieg,pos
351,Payback: Trump Ousts Officials Who Testified on Impeachment,Trump,neutr
352,"Two Days After His Acquittal, Trump Ousts Two Star Impeachment Witnesses",Trump,neutr
353,Virginia Democrats Advance Assault Weapon Ban,Democrats,neutr
354,"In Another Trump Win, Court Tosses Democrats' Suit Over His Businesses",Trump,pos
355,Former Trump Navy Secretary Backs Bloomberg for President,Bloomberg,pos
356,"To Win New Hampshire, Warren Has to Go Through Sanders",Sanders,neutr
357,Front-Runners Buttigieg and Sanders Beat Back Debate Attacks,Sanders,pos
358,Courts Are the Next Front in Trump's Battle Over Presidential Powers,Trump,neutr
359,"Buttigieg, Sanders to Win Most National Delegates in Iowa",Buttigieg,pos
360,Campaigner or Commander in Chief? No Difference for Trump,Trump,neutr
361,Trump Administration to Open Free-Trade Talks With Kenya,Trump,pos
362,"Forty-Three Percent of Americans Back Trump Acquittal, 41 Percent Opposed: Reuters/Ipsos Poll",Trump,neutr
363,Trump Unbound at White House Celebration of His Acquittal,Trump,neg
364,U.S. Moves Ahead on Development Plans for Utah Monuments Trump Shrank,Trump,neg
365,Buttigieg Narrowly Wins Iowa Caucuses: State Party Results,Buttigieg,pos
366,Pelosi Says She Prays Hard for Trump Because He Is So 'Off the Track',Trump,neg
367,Trump Administration Limits New Yorkers' Access to Travel Passes,Trump,neutr
368,Trump Seeks to Delay Woman's Suit After Request for His DNA,Trump,neg
369,"In Trump Country, the Resistance Meets the Steel Curtain",Trump,neutr
370,Impeachment Loses Its Constitutional Gravity in Trump Case,Trump,pos
371,"Trump Wins Acquittal, but Ukraine Saga Far From Over",Trump,neg
372,Trump Unleashes Impeachment Fury in Acquittal 'Celebration',Trump,neutr
373,Governors Warn Trump Rule Could Lead to Big Medicaid Cuts,Trump,neg
374,A Newly Emboldened Trump Gives Democrats a Reason to Fret,Trump,neg
375,"Buttigieg Leads Delegate Count in Initial Iowa Caucus Results, Biden in Fourth",Biden,neutr
376,"Buttigieg Has Narrow Iowa Lead on Sanders, Biden Lags in Democratic Race",Buttigieg,pos
377,Trump the Showman Honors Provocative Talk-Show Host Limbaugh,Trump,pos
378,Trump-Pelosi Feud Erupts During Speech to Congress as Impeachment Trial Nears End,Trump,neg
379,"In Political Speech to Congress, Trump Pokes at Democrats' Divide on Healthcare",Democrats,neg
380,Virginia Lawmakers Vote to Block Offshore Drilling in Rebuke to Trump Plan,Trump,neg
381,"With Made-For-TV Flourish, Trump Makes Case for Bringing Troops Home",Trump,neg
382,"Buttigieg Holds Narrow Lead in Iowa, Biden Lags in Democrats' Updated Results",Buttigieg,neutr
383,Partial Iowa Results Give Buttigieg Slight Edge Over Sanders,Buttigieg,pos
384,Rhode Island Governor Backs Michael Bloomberg for President,Bloomberg,pos
385,Not Guilty: Senate Acquits Trump of Impeachment Charges,Trump,pos
386,Pelosi Shreds Trump's Speech. Right There on the Podium.,Trump,neg
387,Democrats' Response to Trump Turns to Working-Class Worries,Trump,neg
388,The Latest: Michigan Gov. Whitmer Delivers Response to Trump,Trump,neutr
389,Trump Adds Reality Show Flourishes to State of the Union Address,Trump,neg
390,Partisan Rancor on Display as Senators Argue Their Positions in Trump Impeachment Trial,Trump,neg
391,Democrats Turn to Gov. Gretchen Whitmer of Michigan for Trump State of the Union Response,Trump,neutr
392,Factbox: 'Midnight in Washington'-Quotes From Trump's Impeachment Trial,Trump,neg
393,The Long Road to Trump's Impeachment and Trial,Trump,neg
394,U.S. Candidate Bloomberg Says Trump Cannot Stop Taking Bait in Insult War,Trump,neg
395,"Caroline Kennedy Backs Biden, Calls Him Democrats' Best Bet",Biden,pos
396,"In Blessing Annexation, Trump Erodes an International Norm",Trump,neg
397,Buttigieg Slightly Leading Sanders in Partial Iowa Results,Buttigieg,pos
398,Iowa’s Republicans Unite for Trump (Romney Holdouts Aside),Trump,pos
399,Amy Klobuchar’s Caucus-Day in Iowa Visit Pays Off,Klobuchar,pos
400,5 Takeaways From Trump’s Impeachment Trial,Trump,neutr
401,Trump or Obama? Lawmakers Fight Over SC Interchange Name,Trump,neutr
402,The State of the Union Is Trump’s Biggest Speech. Who Writes It?,Trump,neutr
403,"Trump, Bloomberg Trade Schoolyard Taunts as Spending War Heats Up",Bloomberg,neutr
404,"Iowa in Focus: Democrats Open 2020 With Hope, Anxiety",Democrats,neutr
405,Two Women in Custody for Running Checkpoints at Trump's Florida Resort,Trump,neutr
406,Michigan Governor to Take National Stage to Rebut Trump,Trump,neutr
407,"Trump Mistakenly Congratulates Kansas City, Kan., on Its Super Bowl Win",Trump,neutr
408,"Impeachment All but Behind Him, Trump Celebrates and Keeps Focus on Bloomberg",Bloomberg,pos
409,Democrats Make Final Appeals in a Cloudy 2020 Iowa Caucus Race,Democrats,neutr
410,Trump Defends Closing Borders to Travelers to Fight Coronavirus,Trump,pos
411,"Trump Campaign and R.N.C. Spent $9 Million in 4th Quarter, Mostly on Digital Ads",Trump,neutr
412,Court Filing Points to Trump Emails on Ukraine Decision,Trump,neutr
413,"Sanders Calls for Unity, but His Supporters Have Other Ideas",Sanders,pos
414,Rivals Target Sanders in Final Push Toward Iowa Caucuses,Sanders,neutr
415,Liberal Super PAC Boasts $111 Million Raised to Oppose Trump,Trump,neg
416,Senator Romney to Vote for Trump Impeachment Trial Witnesses,Trump,neutr
417,Trump Rape Accuser Seeks DNA Sample From U.S. President,Trump,neg
418,Biden Slams Trump for Cutting Health Programs Before Coronavirus Outbreak,Biden,neutr
419,U.S. Candidate Bloomberg Spent $200 Million of Own Wealth on Presidential Bid in 2019,Bloomberg,neutr
420,The Latest: Yang Says His Caucus Success Will Be a 'Shock',Yang,neutr
421,Former U.S. Lawmaker Delaney Ends 2020 Democratic Presidential Bid,Delaney,neg
422,Democrats Focus on Unity as Tensions From 2016 Linger,Democrats,pos
423,"In Battleground Wisconsin, GOP Opens Front in Milwaukee",GOP,neutr
424,Fact-Checking Bernie Sanders Before the Iowa Caucuses,Sanders,neutr
425,AP FACT CHECK: Distortions in Trump's Case for Acquittal,Trump,neg
426,Trump State of the Union Won't Be 1st Delivered Amid Turmoil,Trump,neutr
427,Trump Administration Rejects California's Health Care Tax,Trump,neg
428,"Once Skeptical, Senate Republicans Are All In on Trump",Trump,pos
429,"Republicans Block Impeachment Witnesses, Clearing Path for Trump Acquittal",Trump,pos
430,Diplomat at Center of Trump Impeachment Retires From State Department,Trump,neutr
431,Roberts Says He Won't Break a Tie in Trump Impeachment Trial,Trump,neg
432,"Despite Evidence, Republicans Rallied Behind Trump. This Was Their Reasoning.",Republicans,neg
433,Hillary Clinton Slams Bernie Sanders for Not Working to Unite Democrats in 2016,Sanders,neg
434,Klobuchar Faces Uproar Over Her Role in Black Teenager’s Murder Conviction,Klobuchar,neg
435,Trump to Tout U.S. 'Comeback' at State of the Union Speech,Trump,pos
436,"Bolton: Trump Asked Me to Ensure Zelenskiy, Giuliani Met",Trump,neutr
437,Alexander Says Convicting Trump Would ‘Pour Gasoline on Cultural Fires’,Trump,neutr
438,D.N.C. Rules Change for Nevada Debate Could Open Door for Bloomberg,Bloomberg,pos
439,Trump Curbs Immigrants From 6 Nations in Election-Year Push,Trump,neg
440,Trump Shifts to Authorize Wider US Military Use of Landmines,Trump,neutr
441,John Delaney Ends Presidential Campaign After Two and a Half Years,Delaney,neg
442,Republican Senator Suggests She May Vote for More Impeachment Witnesses,Republicans,neutr
443,Biden: Sanders 'Changed His Mind' on Gun Policies,Sanders,neg
444,Movin' on Up: Bloomberg Glides Past Warren to No.3 in Democratic Race-Reuters/Ipsos,Bloomberg,pos
445,Senior Republican Sees 'Completion' of Impeachment Trial Friday or Saturday,Republicans,pos
446,Trump Admin to Try Letting States Limit Medicaid Benefits,Trump,neutr
447,"In Iowa’s Small Black Community, Little Love for the Caucuses or Joe Biden",Biden,neg
448,Movin' on Up: Bloomberg Glides Past Warren to No. 3 in Democratic Race-Reuters/Ipsos Poll,Bloomberg,pos
449,Spotlight Falls on Democrats From Trump-Friendly States,Trump,neutr
450,Note-Passing and Power: Moderates Team Up at Trump Trial,Trump,neutr
451,"Democracy 2020 Digest: Struggling Warren pulls back from South Carolina, puts her chips on Nevada",Warren,neg
452,Exclusive: Utah Sen. Mike Lee thankful for Trump plan to allow use of lands previously designated as monuments,Trump,pos
453,"Trump denies interfering in Roger Stone case, stays mum on possible pardon",Trump,neutr
454,"Biden campaign says race isn't over, turns focus to South Carolina and Nevada",Biden,neutr
455,Tensions flare at House session as Dems take aim at Trump travel ban,Trump,neg
456,Vulnerable Democrats worry Sanders win could hurt them,Democrats,neg
457,Democrats call for investigation into Justice Department’s handling of Roger Stone case,Democrats,neutr
458,Klobuchar camp: Supporters gather ahead of New Hampshire results,Klobuchar,pos
459,Vulnerable Democrats in swing districts fear Sanders could cost them the House if he’s nominee,Sanders,neg
460,"Joe Biden banks on support in South Carolina, Nevada after fifth place New Hampshire finish",Biden,neutr
461,"Elizabeth Warren pledges to keep campaigning, despite disappointing finish in New Hampshire",Warren,neg
462,Pelosi accuses Trump of ‘political interference’ in Roger Stone sentencing,Trump,neg
463,"Biden vows comeback in South Carolina, after distant New Hampshire finish",Biden,neutr
464,"Sanders, Buttigieg and Klobuchar look to seize momentum from New Hampshire results",Klobuchar,pos
465,"Sanders narrowly beats Buttigieg to win New Hampshire, Klobuchar surges disappointing night for Biden, Warren",Buttigieg,neg
466,New Hampshire Gov. Sununu predicts Trump will win state in November,Trump,pos
467,Bloomberg under fire for ‘stop and frisk’ recording could this doom his campaign?,Bloomberg,neg
468,"Sanders narrowly beats Buttigieg, Biden places 5th in New Hampshire primary",Buttigieg,neutr
469,"Trump congratulates Barr on ‘taking charge’ of Roger Stone case, says it ‘was totally out of control’",Trump,neutr
470,President Trump wins New Hampshire Republican primary,Trump,pos
471,"Bloomberg skips New Hampshire, ramps up spending across the country",Bloomberg,neutr
472,Joe Biden gives up on New Hampshire before polls close and heads to South Carolina,Biden,neg
473,Trump hints that Vindman may face disciplinary action from Pentagon,Trump,neg
474,"Biden, Warren won’t get any delegates from New Hampshire",Biden,neg
475,Bernie Sanders wins New Hampshire primary,Sanders,pos
476,"Trump mocks 'Pocahontas' Warren, 'Impeachment King' Steyer after poor showing in New Hampshire",Warren,neg
477,"Warren, on New Hampshire primary night, calls for party unity, swipes at Roger Stone",Warren,neutr
478,Warren campaign memo outlines path to victory in Dems' 'fractured' nominating process,Warren,pos
479,Bernie Sanders supporters eagerly await New Hampshire results,Sanders,pos
480,Buttigieg surrogate on campaign momentum from Iowa to New Hampshire,Buttigieg,neutr
481,Andrew Yang drops out of Democratic presidential race,Yang,neutr
482,Lewandowski: Tonight is going to be a big night for Sanders and Buttigieg,Buttigieg,pos
483,Media spotlight surging Klobuchar as Sanders wins New Hampshire,Sanders,pos
484,Andrew McCarthy: Should Trump pardon Roger Stone? President should decide or keep quiet,Trump,neutr
485,"Trump to attend the Daytona 500, report says",Trump,neutr
486,Trump to Create Post to Focus on Solely Human Trafficking,Trump,pos
487,Charities Steered $65M to Trump Lawyer Sekulow and Family,Trump,neg
488,"Buttigieg Sharpens Biden, Sanders Attacks as Caucuses Near",Buttigieg,neutr
489,AP Exclusive: Woman Who Says Trump Raped Her Seeks His DNA,Trump,neg
490,"Aiming at Trump, Biden Says a President's Character Matters",Biden,pos
491,'We've Always Said It's Uphill': Quotes From Day 8 of Trump's Senate Impeachment Trial,Trump,neg
492,Tricky Trade-Offs for States in Trump's New Medicaid Offer,Trump,neutr
493,"Bloomberg, Trump Detail Campaign Ads to Air on Super Bowl",Trump,neutr
494,Nevada's powerful Culinary Union says members were 'viciously attacked' by Sanders' supporters,Sanders,neg
495,"Israel PM Meets With Putin, Returns With Freed Tourist",Putin,pos
496,2020 Democrats slam President Trump's budget cuts,Democrats,unk
497,"Even With No Major Rival, Trump Steps Up Early State Effort",Trump,pos
498,Key Questions Asked During Trump's Impeachment Trial,Trump,neutr
499,"To Senate Republicans, a Vote for Witnesses Is a Vote for Trouble",Republicans,neg
500,Trump Ally Held Event Handing Out Cash in a Black Community,Trump,neutr
501,"As Biden Makes Push in Iowa, His Ground Game May Have Some Gaps",Biden,neg
502,Super PAC Attacks Sanders in an Ad. Sanders Raises $1.3 Million in a Day.,Sanders,neg
503,"As Other Democrats Feud, Bloomberg Hammers Trump on Health Care",Bloomberg,neg
504,On Politics: Biden Seizes on a Comment,Biden,neutr
505,"At Rally, Trump Praises Van Drew for Leaving ‘Deranged’ Democratic Party",Trump,neg
506,Trump’s Defense Team Discounts Bolton as Republicans Work to Hold Off Witnesses,Trump,neutr
507,Joni Ernst Asks if Impeachment Trial Will Turn Iowa Caucusgoers Against Biden. They Answer.,Biden,neutr
508,What to Watch For in Trump’s Impeachment Trial on Tuesday,Trump,neutr
509,Impeachment Briefing: Day 2 of Trump’s Defense,Trump,neutr
510,"How Many Republican Votes Are Needed to Subpoena Bolton? 4, 3 or None?",Republicans,neutr
511,Trump Impeachment Trial: A Glossary,Trump,neutr
512,Supreme Court Allows Trump’s Wealth Test for Green Cards,Trump,neutr
513,"Bloomberg Is Taunting Trump, and Trump Is Taking the Bait",Bloomberg,pos
514,Trump Denies Telling Bolton That Ukraine’s Aid Depended on Biden Investigations,Trump,neutr
515,"In Crucial Pennsylvania, Democrats Worry a Fracking Ban Could Sink Them",Democrats,neg
516,Bernie Sanders and His Internet Army,Sanders,neutr
517,"Trump Tied Ukraine Aid to Inquiries He Sought, Bolton Book Says",Trump,neg
518,"Schiff, Calling Trump ‘Wrathful and Vindictive,’ Sees Tweet as a Threat",Trump,neg
519,Fact-Checking Joe Biden Before the Iowa Caucuses,Biden,neutr
520,Des Moines Register Endorses Elizabeth Warren as Iowa Caucuses Approach,Warren,pos
521,Trump Impeachment: Highlights of Saturday’s Trial,Trump,neg
522,Tom Steyer Spends Millions in South Carolina. Black Voters Reap the Benefit.,Steyer,pos
523,"Could Trump Muzzle John Bolton? The Limits of Executive Privilege, Explained",Trump,neutr
524,What to Watch For in Trump’s Impeachment Trial on Saturday,Trump,neutr
525,"Sanders Seizes Lead in Volatile Iowa Race, Times Poll Finds",Sanders,pos
526,"Sanders, Biden, Clinton? This Week in the 2020 Race",Biden,neutr
527,"Trump May Skip Debates, or Seek New Host, if Process Isn’t ‘Fair’",Trump,neutr
528,Trump Impeachment: Highlights of Friday’s Trial,Trump,neutr
529,Now Testifying for the Prosecution: President Trump,Trump,neutr
530,Democrats Seek to Pre-empt Trump’s Defense in Impeachment Trial,Democrats,pos
531,Trump Impeachment Hearings: Highlights From Today's Trial,Trump,neutr
532,Marianne Williamson Says She’ll Support Andrew Yang in Iowa,Yang,pos
533,How Joe Biden Talks About a Touchy Subject: His Son,Biden,neutr
534,Tom Steyer Exaggerates Fossil Fuel Divestment,Steyer,neg
535,Trump Moves to Block Visas for Pregnant Women on ‘Birth Tourism’,Trump,neutr
536,"Trump, Back in Washington, Attacks Democrats Over Impeachment",Trump,neg
537,Impeachment Briefing: Democrats Open Their Case,Democrats,neutr
538,"In Presidential First, Trump Will Attend Anti-Abortion March for Life",Trump,neutr
539,Rebuke From Roberts Signals His Limited Role in Trump’s Senate Trial,Trump,neutr
540,‘Where Is Kevin?’ McCarthy Finds a Place in the Trump Camp,Trump,neutr
541,"In Impeachment Case, Schiff Accuses Trump of Trying ‘to Cheat’ in Election",Trump,neg
542,"Biden and Sanders Trade Criticism Over Honesty, Social Security and Guns",Biden,neutr
543,Republicans Block Subpoenas for New Evidence as Impeachment Trial Begins,Republicans,neg
544,‘Nobody Likes Him’: Hillary Clinton Risks a Party Split Over Bernie Sanders,Sanders,neg
545,Biden Dismisses Doubts on His Black Support: ‘You Know Better. You Know Better.’,Biden,neutr
546,What to Expect as the Trump Impeachment Trial Begins Today,Trump,neutr
547,Biden and Sanders Clash Over Social Security,Sanders,neg
548,Sanders and Warren Try to Tone Down Rift. Some of Their Supporters Seem Less Willing.,Sanders,neutr
549,Would a 37-Year-Old Woman Be Where Pete Buttigieg Is?,Buttigieg,neutr
550,"Issues Abound at 4th Women’s March, ‘But It All Ties Into Trump’",Trump,neg
551,Sanders vs. Warren: This Week in the 2020 Race,Warren,neutr
552,"In Oval Office Meeting, Trump Expresses Regret on Vaping Policy",Trump,unk
553,Robert Ray Wanted to Indict Clinton. He Thinks Trump Will Be Vindicated.,Trump,pos
554,Trump Targets Michelle Obama's School Lunch Program on Her Birthday,Trump,neg
555,Trump Legal Team Adds Starr and Dershowitz for Senate Trial,Trump,neutr
556,"Sanders-Warren: An Alliance, if Not a Close Friendship, Suddenly Fractures",Sanders,neg
557,Democratic Attorneys General Sue to Block Trump Food Stamp Cuts,Trump,neg
558,"Senate Passes Revised NAFTA, Sending Pact to Trump’s Desk",Trump,pos
559,Trump Impeachment: What to Watch For Today,Trump,neutr
560,Trump Attaches Severe Restrictions to Puerto Rico’s Long-Delayed Disaster Aid,Trump,neg
561,Trump Basks in Trade Victory With Corporate Friends,Trump,pos
562,The Big Risk Warren Took on the Question of a Female President,Warren,pos
563,What to Expect from the House and Senate on Trump's Impeachment,Trump,neutr
564,"Democratic Debate Recap: Gender, War and Taking on Trump",Trump,neg
565,Warren and Sanders Seemed to Calm Things. Then the Debate Ended.,Warren,pos
566,"At Milwaukee Rally, Trump Defends Strike on Iranian General and Lashes Out at Democrats",Trump,neutr
567,"3 Republicans Are Open to Impeachment Witnesses, but Democrats Need a 4th",Democrats,neutr
568,Trump’s Supporters See U.S. Victory in China Trade Deal,Trump,pos
569,"Priorities USA, Democratic Super PAC, Will Spend $150 Million on Anti-Trump Ads",Trump,neg
570,A Step-by-Step Guide to Trump’s Impeachment Trial,Trump,neg
571,Trump’s Impeachment Team Takes Shape as Trial Looms,Trump,neutr
572,Elizabeth Warren Says Bernie Sanders Sent Volunteers ‘Out to Trash Me’,Sanders,neg
573,"Local New Hampshire Union Backs Bernie Sanders, Bucking National Affiliate",Sanders,pos
574,Michael Bloomberg Is Open to Spending $1 Billion to Defeat Trump,Trump,neutr
575,Seven Days in January: How Trump Pushed U.S. and Iran to the Brink of War,Trump,neg
576,Sanders and Biden Look for Dominance in Early States,Biden,pos
577,He Was Cruising in a G.O.P. Primary. Then Trump Endorsed an Ex-Democrat.,Trump,neutr
578,Elizabeth Warren Opens a New Front in Disability Policy,Warren,pos
579,Tom Steyer Qualifies for Democratic Debate With Two Surprising Polls,Steyer,pos
580,"At First Rally of Election Year, Trump Boasts About Strike on Iranian General",Trump,neutr
581,"Army Denies Request by Soldier Pardoned by Trump, Setting Up Showdown",Trump,neutr
582,Around the Country in 17 Hours With Michael Bloomberg,Bloomberg,neutr
583,How Elizabeth Warren Is Being Squeezed by 2 Democratic Factions,Warren,neutr
584,Full Transcript: President Trump’s Address on Iran,Trump,neutr
585,A Strategy for the Mideast That Has Even Trump’s Allies Scratching Their Heads,Trump,neg
586,How a Misleading Biden Video Spread,Biden,neg
587,Trump Falsely Claims That Ukraine Aid Arrived ‘Ahead of Schedule’,Trump,neg
588,Bloomberg and Trump Buy Super Bowl Ads at $10 Million Each,Trump,neutr
589,Elizabeth Warren’s Bankruptcy Plan Revives Old Clash With Biden,Warren,neutr
590,"Pentagon Rules Out Striking Iranian Cultural Sites, Contradicting Trump",Trump,neutr
591,Fox Host’s ‘America First’ Shift Makes an Exception for Trump’s Iran Strike,Trump,neutr
592,"Bolton Is Willing to Testify in Trump Impeachment Trial, Raising Pressure for Witnesses",Trump,neutr
593,Biden and Sanders Differ on Foreign Policy. They’re Happy to Tell You So.,Sanders,neutr
594,"Trump Threatens Iranian Cultural Sites, and Warns of Sanctions on Iraq",Trump,neg
595,"Phil Roe, Tennessee Republican, Announces Retirement From Congress",Republicans,neg
596,Pete Buttigieg and the One Percent,Buttigieg,neutr
597,Biden Warns About Disinformation After Misleading Video,Biden,neg
598,Cash-Rich Democrats Brace for Long Fight as Trump Hoards Money,Trump,pos
599,Christianity Today Editor Laments ‘Ethical Naïveté’ of Trump Backers,Trump,neg
600,Joe Biden Says He Raised $22.7 Million in the Fourth Quarter,Biden,pos
601,"Andrew Yang Raised $16.5 Million in the Last 3 Months, His Campaign Says",Yang,pos
602,Trump Bet He Could Isolate Iran and Charm North Korea. It’s Not That Easy.,Trump,neg
603,Pete Buttigieg’s Campaign Says It Raised $24.7 Million in the Fourth Quarter,Buttigieg,neutr
604,Dizzying Day for Trump Caps a Year Full of Them,Trump,neutr
605,Firings at Trump Property Cap Year of Purging Undocumented Workers,Trump,neg
606,Trump Warns Iran as Risk of Wider Armed Conflict Grows,Trump,neutr
607,2nd Senate Republican Questions Impartiality of Impeachment Trial,Republicans,neutr
608,Judge Dismisses Lawsuit by Ex-Trump Aide Subpoenaed in Impeachment Inquiry,Trump,pos
609,"Biden Rebounds, Warren Slows, Sanders Rolls: The Latest on the 2020 Money Race",Warren,neg
610,"As Trump Hails Stock Market, Democrats Point to Struggling Workers",Trump,neutr
611,Inside the Biggest 2020 Advertising War Against Trump,Trump,neg
612,‘Nothing Less Than a Civil War’: These White Voters on the Far Right See Doom Without Trump,Trump,neg
613,Joe Biden Says He’d Defy Subpoena to Testify in Trump’s Senate Trial,Biden,neg
614,Congress Wants to Force Trump’s Hand on Human Rights in China and Beyond,Trump,neg
615,Why Bernie Sanders Is Tough to Beat,Sanders,pos
616,A Barrier to Trump’s Border Wall: Landowners in Texas,Trump,neg
617,The ‘But I Would Vote for Joe Biden’ Republicans,Republicans,neutr
618,"For Trump Organization, Office Skyscrapers Make Up for Lagging Hotels",Trump,neg
619,Bloomberg Drops Vendor Connected to Prison Labor,Bloomberg,neutr
620,Christian Post Editor Resigns Over Editorial Defending Trump,Trump,neutr
621,"Elizabeth Warren Returns to Oklahoma, Stressing Working-Class Roots",Warren,neutr
622,Durham Surprises Even Allies With Statement on F.B.I.’s Trump Case,Trump,neg
623,Officials Discussed Hold on Ukraine Aid After Trump Spoke With Country’s Leader,Trump,neutr
624,Trump Largely Ignores Impeachment as He Rallies Young Conservatives,Trump,neg
625,A Law Professor’s Provocative Argument: Trump Has Not Yet Been Impeached,Trump,neutr
626,Trump Has a Habit of Quoting His Allies on Twitter Saying Things They Never Said,Trump,neg
627,Evangelical Leaders Close Ranks With Trump After Scathing Editorial,Trump,neg
628,Christianity Today’s Editorial on Trump: 5 of Its Sharpest Rebukes,Trump,neg
629,The 2020 Democrats Were Told to Give a Gift or Ask Forgiveness. Guess What the Women Chose.,Democrats,neutr
630,Buttigieg and Warren Clash Over ‘Wine Cave’ Fund-Raiser,Warren,neutr
631,Watch Andrew Yang Talk About Racial Representation at Democratic Debate,Yang,neutr
632,"Elizabeth Warren Addresses Critics of Her Tax Plan: ‘Oh, They’re Just Wrong’",Warren,neutr
633,Evangelical Magazine Christianity Today Calls for Trump’s Removal,Trump,neg
634,"Jeff Van Drew Switches Parties, Pledging ‘Undying Support’ for Trump",Trump,pos
635,Michael Bloomberg’s Health Care Plan: A ‘Public Option’ and Caps on Patient Fees,Bloomberg,neutr
636,Trump Ally Mark Meadows Will Not Seek Re-election,Trump,neutr
637,Trump Was Impeached. Here’s a Recap of the Day.,Trump,neg
638,Trump Impeachment: Three Democrats Cross Party Lines to Vote ‘No’,Trump,pos
639,"Joe Biden Is Sounding Like a Pundit, and He’s Bullish on a Certain Former V.P.",Biden,neg
640,Pete Buttigieg Quit Playing Nice. Will He Pay for It at the Debate?,Buttigieg,neg
641,Sanders and Buttigieg in tight race for delegates,Sanders,neutr
642,Iowa Democratic Party chairman steps down following caucus flub,Democratic Party,neg
643,Trump budget proposal draws partisan ire,Trump,neg
644,Sanders narrowly defeats Buttigieg in New Hampshire,Sanders,neutr
645,"MSNBC anchors tout Warren as 'really, really, really good candidate' after 4th-place New Hampshire finish",Warren,pos
646,Deroy Murdock: Iowa was disaster in Democratic Party's meltdown,Democratic Party,neg
647,Sanders campaign on support from DNC,Sanders,pos
648,CNN reporter accused of 'dismissing' Bloomberg's stop-and-frisk remarks previously worked at Bloomberg Television,Bloomberg,neg
649,"Bloomberg, in 2008, said ending 'redlining' helped trigger financial crisis",Bloomberg,neg
650,MSNBC's Chuck Todd says he doesn't understand how Bernie Sanders is 'considered a front-runner',Sanders,neg
651,Roger Stone juror's anti-Trump social media posts surface after she defends DOJ prosecutors,Trump,neg
652,Tulsi Gabbard refuses to quit despite media attacks,Gabbard,neutr
653,Chris Wallace on Attorney General Bill Barr's plea to President Trump,Trump,neutr
654,Bloomberg plays defense as the media trumpet oppo research,Bloomberg,neg
655,Biden badly wounded as the press wonders who can beat Bernie,Biden,neg
656,Tammy Bruce: Why February 2020 will be known as the month when Trump was reelected,Trump,pos
657,Adriana Cohen: Elizabeth Warren's 2020 bid is collapsing and the reason might surprise you,Warren,neg
658,Chris Wallace: Bill Barr throws a brushback pitch at President Trump,Trump,neutr
659,President Trump responds to Attorney General Barr's headline-making interview,Trump,neutr
660,Moderate Democrats fear Bernie Sanders could hurt party's chances to keep control of the House,Sanders,neg
661,"Trump insists he has ‘legal right’ to intervene in DOJ cases, but has chosen not to",Trump,neutr
662,"Lara Trump reacts to Jill, Joe Biden defending son Hunter on ‘The View’",Biden,neutr
663,Biden turns to Wall Street for campaign funds,Biden,neutr
664,Tammy Bruce: February 2020 will be known as the month when President Trump was reelected,Trump,pos
665,Some House Democrats worry Bernie Sanders could cost them re-election,Sanders,neg
666,"Biden faces NYC protesters chanting ‘Drop out, Joe!’",Biden,neg
667,Sen. Blackburn reacts to Bloomberg campaign stop in Tennessee,Bloomberg,neutr
668,Barr says Trump tweets make it 'impossible' to run DOJ,Trump,neg
669,2020 Democrats battle it out to court black voters,Democrats,neg
670,Bloomberg campaign in non-stop damage control,Bloomberg,neg
671,Biden panders to black voters in new ad: I don't feel no ways tired,Biden,neg
672,Guy Benson on Democratic establishment and Bernie Sanders,Sanders,neutr
673,Bloomberg and Trump clash as questions surround how NYC mayor will fare in 2020 race,Trump,neg
674,Man charged with assaulting 15-year-old Trump supporter in New Hampshire,Trump,unk
675,Democrats divided over possible Bernie Sanders nomination,Sanders,neutr
676,White House responds to Attorney General Barr's concerns with Trump tweets,Trump,neg
677,Attorney General Barr takes issue with some of President Trump's tweets,Trump,neutr
678,Mike Bloomberg says he's willing to spend whatever it takes to beat President Trump,Trump,neg
679,Bill Barr draws Democrats' ire over Roger Stone case,Democrats,neutr
680,Poll: African-American support for Biden plummeting,Biden,neg
681,John Delaney: Bernie doesn't have the right message to attract wide range of voters,Delaney,neutr
682,Trump administration warns Chinese government can spy on user data,Trump,neutr
683,New York State Sues Trump Administration Over Global Entry Ban,Trump,neg
684,Trump’s NASA Budget Will Earmark 12% Boost for Agency in 2021,Trump,neutr
685,Trump Announces Coronavirus Task Force,Trump,neutr
686,Veterans Differ With Trump Over Injuries From Iran Missile Attack,Trump,neutr
687,Trump Says He Will Sign Phase-One Trade Deal With China on Jan. 15,Trump,neutr
688,"In Virginia, Democrats Get Ready to Rule the Roost",Democrats,pos
689,Trump to Hold Off Designating Mexican Cartels as Terrorist Groups,Trump,neutr
