,headline,entity,majority_label
342,Sanders and Buttigieg Close Out New Hampshire Pitching Different Visions,Sanders,neg
343,U.S. Seeks Prison Term of 7-9 Years for Trump's Longtime Adviser Roger Stone,Trump,neutr
344,Trump Meets Parkland Families to Discuss School Safety,Trump,neg
345,Biden Shows Tenderness and Temper on 2020 Presidential Trail,Biden,pos
346,"With Democrats in New Hampshire, Steyer Has SC to Himself",Steyer,neutr
347,"Biden Slumps, Bloomberg Surges Nationally as Democratic Race Heats Up: Poll",Biden,neg
348,"Trump, Manchin Trading Barbs as Impeachment Feud Boils Over",Trump,neutr
349,"Trump Plunges Into New Hampshire Race, Aiming to Rattle Dems",Trump,neutr
350,Highlights of President Trump's 2021 Budget Plan,Trump,neutr
351,"Buttigieg, Sanders Campaigns Request Iowa Recanvass: Iowa Democrats",Buttigieg,neutr
352,Andrew Yang’s Campaign Is Riding on New Hampshire,Yang,pos
353,The Latest: Klobuchar Optimistic Before New Hampshire Vote,Klobuchar,pos
354,Bernie Sanders Formally Requests Partial Recount of Iowa Democratic Results,Sanders,neutr
355,Trump Calls for Slashing Funding for Toxic Superfund Cleanup,Trump,neutr
356,New York Sues Trump Administration Over 'Punitive' Ban From Traveler Programs,Trump,neg
357,Trump's $4.8 Trillion Budget Gets Chilly Reception From Congress,Trump,neutr
358,Democrats in Disarray in New Hampshire as Sanders Surges and Trump Provokes,Sanders,pos
359,Schumer Wants to Protect Whistleblowers Amid Trump Payback,Trump,neg
360,Buttigieg on Defense as Rivals Aim to Blunt His Momentum,Buttigieg,neutr
361,"AP FACT CHECK: Trump Hypes 'Comeback,' Impeachment Acquittal",Trump,neg
362,"Trump Hosts Governors, Claims Credit for Their Performance",Trump,neutr
363,Buttigieg Edges Past Sanders in Iowa's National Delegate Race: State Party,Sanders,neg
364,Klobuchar Pushes to Defy Expectations in New Hampshire,Klobuchar,neg
365,Trump to Propose $4.8 Trillion Budget With More Border Wall Funding,Trump,neutr
366,Exclusive: Trump Proposes 21% Cut in U.S. Foreign Aid in Budget Proposal-Officials,Trump,neutr
367,The Latest: Warren Says She's Best Positioned to Beat Trump,Warren,pos
368,Iowa Democrats Give Buttigieg the Most Delegates as Sanders Team Seeks Recanvass,Buttigieg,neutr
369,Biden Faces Competition for Black Vote in His SC 'Firewall',Biden,neutr
370,On the 2020 Trail: Sanders Blasts Buttigieg for Taking Billionaire Bucks,Buttigieg,neg
371,How Bernie Sanders’ Passionate Base Revitalized His Campaign,Sanders,pos
372,Pelosi Clashes With Facebook and Twitter Over Video Posted by Trump,Trump,neg
373,Trump Has Reshaped the Judiciary. Here’s How the 2020 Democrats Would Address That.,Trump,pos
374,Republican Senators Tried to Stop Trump From Firing Impeachment Witness,Trump,neg
375,"The Latest: Biden: First Two States Important, Not Critical",Biden,neutr
376,Biden Tells NH Democrats That Buttigieg 'Not a Barack Obama',Buttigieg,neg
377,Trump's 2020 Re-Election Challenges and Strategy to Win,Trump,neutr
378,"AP FACT CHECK: Trump, Dems and the State of Disunion",Trump,neutr
379,Joe Biden Attacks Bernie Sanders’s Record on Guns,Biden,neg
380,Trump Reprises State of the Union Message in North Carolina,Trump,neutr
381,Amy Klobuchar Compares ‘Cool Newcomer’ Pete Buttigieg to Trump,Trump,neutr
382,Buttigieg Says He's Raised $4M Since Strong Showing in Iowa,Buttigieg,pos
383,Trump Criticizes West Virginia Democrat on Impeachment Votes,Trump,neg
384,"Nevada Union Warns Members of Sanders, Warren Health Plans",Sanders,neg
385,Court Throws Out Emoluments Case Brought Against Trump by Democrats,Trump,pos
386,Elizabeth Warren Has a Pete Buttigieg Problem,Warren,neg
387,AP FACT CHECK: Ripping Up Copy of Trump's Speech Not Illegal,Trump,unk
388,Biden Shuffles Campaign Leadership After 4th-Place Finish,Biden,neutr
389,Appeals Court Dismisses Democrats' Lawsuit Against Trump,Trump,pos
390,House Passes Puerto Rico Aid in Face of Trump Veto Threat,Trump,neg
391,"Buttigieg Leads Sanders in Iowa Delegates, 13-12. So, Who Won?",Sanders,neutr
392,Trump Airs Impeachment Gripes While Pushing Economic Agenda,Trump,neg
393,How Pete Buttigieg Became the Surprise of the Iowa Caucuses,Buttigieg,pos
394,"Trump Says Will Keep Mulvaney as Chief of Staff, Will Decide on Vindman",Trump,neutr
395,Trump Fires Impeachment Witnesses Gordon Sondland and Alexander Vindman in Post-Acquittal Purge,Trump,pos
396,Trump's Ex-Navy Secretary Endorses Bloomberg for President,Bloomberg,pos
397,"The Latest: Bloomberg Isn't at Debate, but He's Name-Dropped",Bloomberg,neg
398,Delaware University Pulls Art Depicting Trump Decapitation,Trump,neutr
399,Former Trump Navy Secretary Backs Bloomberg for President,Bloomberg,pos
400,Former Congressman Walsh Ends 2020 GOP Bid Against Trump,Trump,neg
401,Trump's Acquittal Confronts Dems With Election Year Choices,Trump,neutr
402,"To Win New Hampshire, Warren Has to Go Through Sanders",Warren,neutr
403,Buttigieg Narrowly Defeats Sanders in Iowa Caucus: Iowa Democratic Party,Sanders,pos
404,"Trump Halts Support for Yucca Mountain, Nevada Nuclear Waste Dump",Trump,neutr
405,Trump Tweets Reversal of Push for Nevada Nuclear Waste Dump,Trump,neutr
406,Trump Praises 2 Republicans Seeking Georgia Senate Seat,Trump,neutr
407,"McConnell Remaking Senate in Age of Trump, Impeachment",Trump,neutr
408,"Forty-Three Percent of Americans Back Trump Acquittal, 41 Percent Opposed: Reuters/Ipsos Poll",Trump,neutr
409,Vermont's Republican Governor: Trump Shouldn't Be in Office,Trump,neg
410,Trump Unbound at White House Celebration of His Acquittal,Trump,neutr
411,Trump Exults Over Acquittal in U.S. Senate Impeachment Trial,Trump,pos
412,Trump Launches Veiled Attack on Romney and Pelosi at Prayer Breakfast,Trump,neg
413,Trump Seeks to Delay Woman's Suit After Request for His DNA,Trump,neutr
414,Biden Reaches for 'Comeback Kid' Mantle in New Hampshire,Biden,neutr
415,"Trump Courts Black Voters, but Opposition Remains Deep",Trump,neutr
416,Key Dates in the Impeachment Inquiry Into President Trump,Trump,neg
417,Black Lawmakers Demand Biden Disavow Surrogate's Comments,Biden,neutr
418,Trump Aide Ties Israeli Settlements to Rising Anti-Semitism,Trump,neutr
419,"Sen. Mitt Romney Breaks With GOP, Votes to Convict Trump",Trump,neg
420,Factbox: Trump Impeachment-What Happens Next?,Trump,neg
421,Former Secretary of State Tillerson Calls for Trump to Reassure U.S. Allies,Trump,neg
422,Explainer: Why Will Republicans Vote to Acquit Trump in His Impeachment Trial?,Trump,pos
423,Trump Seen Heading to Acquittal in U.S. Senate Impeachment Vote on Wednesday,Trump,neutr
424,Rosy Polls but Few Yard Signs: How Joe Biden Stumbled in Iowa,Biden,neg
425,"Buttigieg Has Narrow Iowa Lead on Sanders, Biden Lags in Democratic Race",Sanders,neutr
426,"In Political Speech to Congress, Trump Pokes at Democrats' Divide on Healthcare",Trump,neg
427,"Bloomberg to Double TV Spending, Expand Staff After Democrats' Iowa Caucus Chaos",Bloomberg,neg
428,"Impeachment Takeaways: Trump's Iron Grip, McConnell Delivers",Trump,pos
429,"With Made-For-TV Flourish, Trump Makes Case for Bringing Troops Home",Trump,neutr
430,The Latest: Biden Dismayed Limbaugh Awarded Medal of Freedom,Biden,neg
431,"Trump Spurns Pelosi Handshake, She Tears Up His Speech",Trump,unk
432,Vulnerable Democrat Doug Jones Votes to Convict Trump,Trump,neg
433,Pelosi Shreds Trump's Speech. Right There on the Podium.,Trump,neutr
434,Text of President Trump's 2020 State of the Union Address,Trump,neutr
435,AP FACT CHECK: Trump's Exaggerated 'Great American Comeback',Trump,neg
436,Bloomberg Plans to Double Ad Spending After Iowa Caucus Problem,Bloomberg,neutr
437,"Susan Collins Announces She Will Vote to Acquit Trump, Calling Conduct ‘Wrong’",Trump,pos
438,Verbal Fireworks Likely at Trump's State of the Union Speech,Trump,pos
439,"After Massive Spending Blitz, Democrat Steyer Looking for Iowa Boost",Steyer,pos
440,'No Fair Trial': Quotes From Trump's Senate Impeachment Trial,Trump,neutr
441,Trump Revels in Democrats' Dysfunction in the Iowa Caucuses,Trump,neutr
442,Factbox: 'Midnight in Washington'-Quotes From Trump's Impeachment Trial,Trump,neutr
443,Iowa's Anger Over Trump's Ethanol Policy Gives Democrats Opening,Trump,neg
444,Pelosi Tears Up Trump's Speech to Congress as Impeachment Trial Nears End,Trump,neg
445,"As Democrats Fight for Iowa, Bloomberg Makes a Play for Delegate-Rich California",Bloomberg,neutr
446,Democrats Condemn Trump at Trial as Threat to American Democracy,Trump,neg
447,What to Expect Ahead of Trump’s State of the Union Address,Trump,neutr
448,Buttigieg Slightly Leading Sanders in Partial Iowa Results,Sanders,neg
449,Trump Faces Accusers: What to Watch During His Big Speech,Trump,neg
450,Amy Klobuchar’s Caucus-Day in Iowa Visit Pays Off,Klobuchar,pos
451,Pelosi Says Democrats Have ‘Pulled Back a Veil’ on Trump’s ‘Unacceptable’ Behavior,Trump,neg
452,Trump or Obama? Lawmakers Fight Over SC Interchange Name,Trump,neutr
453,America Has Had a Year to Learn How to Say Buttigieg. And Yet.,Buttigieg,neutr
454,AP FACT CHECK: Bracing for Trump's 'Relentless Optimism',Trump,neg
455,"Snubbing Iowa, Bloomberg Charts His Own Path in 2020 Contest",Bloomberg,pos
456,"Trump Trial Closing Arguments Aim at Voters, History",Trump,neutr
457,"Trump, Bloomberg Trade Schoolyard Taunts as Spending War Heats Up",Trump,neg
458,Black Democratic Group Co-Chair Endorses Steyer in South Carolina,Steyer,neutr
459,Billionaire U.S. Candidate Bloomberg Floats Plan to Tax Rich People 'Like Me',Bloomberg,neutr
460,Joe Walsh Also Wants to Beat Donald Trump,Trump,neutr
461,The Latest: Warren Assures Supporters a Woman Can Win,Warren,neg
462,Trump Speech to Project Optimism at Time of Bitter Division,Trump,pos
463,Can Democrats Beat Trump in Iowa in November?,Trump,neutr
464,Trump Impeachment: What Happens Next?,Trump,neutr
465,"Echoing His Campaign Pitch, Trump Will Focus on Economic Boom in Annual Speech",Trump,pos
466,Democrats Announce New Debate Rules Likely to Allow Bloomberg to Join,Bloomberg,pos
467,Democrat Michael Bloomberg Spent $200 Million of Own Wealth on Presidential Bid in 2019,Bloomberg,neutr
468,Biden Slams Trump for Cutting Health Programs Before Coronavirus Outbreak,Trump,neg
469,Emails Show the Fallout From Trump's Claims About Dorian,Trump,neg
470,"While Stained in History, Trump Will Emerge From Trial Triumphant and Unshackled",Trump,pos
471,Analysis: GOP Sends Message That Trump’s Actions Were OK,Trump,pos
472,Bloomberg Proposes $5 Trillion in Taxes on the Rich and Corporations,Bloomberg,neutr
473,Democratic Candidates Focus on All-Consuming Hunger to Unseat Trump,Trump,neg
474,Trump State of the Union Won't Be 1st Delivered Amid Turmoil,Trump,neutr
475,Billionaire Bloomberg Floods Democratic Primary With Cash,Bloomberg,neg
476,"Clinton Jabs Again at Sanders, Says He Didn't Unite Party",Sanders,neg
477,"Once Skeptical, Senate Republicans Are All In on Trump",Trump,pos
478,"Republicans Block Impeachment Witnesses, Clearing Path for Trump Acquittal",Trump,neg
479,Biden Cash Reserves Lag Behind Top 2020 Rivals,Biden,neutr
480,"Despite Evidence, Republicans Rallied Behind Trump. This Was Their Reasoning.",Trump,neutr
481,Biden Camp Prepping Backers for Extended Fight Beyond Iowa,Biden,neutr
482,Former White House Counsel Says Trump Thinks Differently,Trump,neutr
483,Trump Hotel Patrons Relish Impeachment Finale,Trump,unk
484,GOP Senators Seek to Acquit Trump Without Condoning Conduct,Trump,neutr
485,Trump Administration Adds Six Countries to Travel Ban,Trump,neg
486,Bloomberg Fueled His Campaign With $200 Million From His Own Fortune,Bloomberg,neutr
487,Bloomberg Could Qualify for Debates Under New Party Rules,Bloomberg,pos
488,"Trump Told Bolton to Help His Ukraine Pressure Campaign, Book Says",Trump,neg
489,Bernie Sanders’s Surge Owes a Lot to Voters of Color,Sanders,neg
490,"Delaney, Longest-Running Democratic Candidate, Ends 2020 Bid",Delaney,neg
491,Biden: Sanders 'Changed His Mind' on Gun Policies,Biden,neutr
492,Good Economy May Mask Trump Vulnerability in Key States: Study,Trump,neg
493,Movin' on Up: Bloomberg Glides Past Warren to No.3 in Democratic Race-Reuters/Ipsos,Warren,neg
494,"Bloomberg Tackles Gun Violence, Trump Touts Victories in Super Bowl Ads",Bloomberg,pos
495,"Trump Mocks Democrats, Revives Border Wall Promise in Iowa Campaign Speech",Trump,neutr
496,A Second Video Shows Trump With Former Ukraine Fixer Lev Parnas,Trump,neutr
497,"In Iowa's Small Black Community, Little Love for the Caucuses or Joe Biden",Biden,neg
498,Sanders Endorsed by Postal Workers Union in 2020 White House Race,Sanders,pos
499,Republican Senators to Watch in Battle Over Trump Impeachment Trial Witnesses,Trump,neutr
500,McConnell's Democratic Rival McGrath Endorses Biden for 2020,Biden,pos
501,Movin' on Up: Bloomberg Glides Past Warren to No. 3 in Democratic Race-Reuters/Ipsos Poll,Warren,neg
502,Buttigieg Courts 'Future Former Republicans' to Expand Vote,Buttigieg,neutr
503,Trump Acquittal Now Likely Wednesday Senate Nixes Witnesses,Trump,pos
504,Trump Signs Order Creating Post Focused on Human Trafficking,Trump,neutr
505,Recording Surfaces of Another Trump Meeting With Parnas and Fruman,Trump,neutr
506,Trump Lawyer’s Impeachment Argument Stokes Fears of Unfettered Power,Trump,neg
507,Trump Travels to Iowa to Energize Supporters for Caucuses Next Week,Trump,neutr
508,Note-Passing and Power: Moderates Team Up at Trump Trial,Trump,neutr
509,Exclusive: Utah Sen. Mike Lee thankful for Trump plan to allow use of lands previously designated as monuments,Trump,pos
510,Feeling the Bern: New Hampshire narrowly goes for Sanders,Sanders,pos
511,Trump: Don't want to say yet whether I'd pardon Roger Stone,Trump,neutr
512,"Biden campaign says race isn't over, turns focus to South Carolina and Nevada",Biden,neutr
513,Is it too late for Biden? Former VP aims to defy history after kickoff contest crash,Biden,neg
514,"Booming economy, Trump immigration crackdown create labor shortage in construction industry",Trump,neg
515,2020 Democrats in growing battle over who can defeat President Trump,Trump,neutr
516,Deval Patrick drops out of presidential race,Patrick,neutr
517,"Howard Kurtz: Media spotlight on Klobuchar, despite Sanders winning in New Hampshire primary",Klobuchar,pos
518,President Trump congratulates Attorney General Barr for taking control of Roger Stone case,Trump,pos
519,Baier on Biden’s decision to leave New Hampshire early to rally in South Carolina,Biden,neutr
520,Biden banking on South Carolina and Nevada after 5th place New Hampshire finish,Biden,pos
521,Progressive platform fuels Bernie Sanders' victory in New Hampshire,Sanders,pos
522,President Trump victorious in New Hampshire primary,Trump,pos
523,Cuomo to meet with Trump over Trusted Traveler Program enrollment ban for New Yorkers,Trump,neutr
524,"Sanders, Buttigieg and Klobuchar look to seize momentum from New Hampshire results",Buttigieg,pos
525,Joe Scarborough says Trump is a 'would-be dictator' who wants to arrest journalists,Trump,neg
526,"Trump doubles Obama's 2012 vote total in New Hampshire, signaling fired up base",Trump,pos
527,"Sanders narrowly beats Buttigieg, Biden places 5th in New Hampshire primary",Sanders,neutr
528,"Biden finishes 5th in New Hampshire primary, says ‘It ain’t over’",Biden,neutr
529,What might be Andrew Yang's next move?,Yang,neutr
530,Is Sanders really the candidate Democrats can rally behind?,Sanders,neg
531,How does Trump plan to win the state of New Hampshire in the general election?,Trump,neutr
532,What would a brokered Democratic convention mean for Trump?,Trump,neutr
533,Will an 'outsider candidate' stand the best chance against President Trump in 2020?,Trump,neutr
534,"New Hampshire gives Klobuchar major boost, puts Biden and Warren on 2020 life support",Biden,neg
535,"Sanders edges out Buttigieg to win New Hampshire, as Klobuchar surges to third",Buttigieg,neutr
536,Biden finishes fifth in New Hampshire primary,Biden,neg
537,Trump trolls Democrats with rally on eve of New Hampshire primary,Trump,neutr
538,Buttigieg calls for Dem unity following strong showing in New Hampshire primary,Buttigieg,pos
539,"Biden, Warren won’t get any delegates from New Hampshire",Warren,neg
540,Joe Biden speaks at a kick off rally for his South Carolina campaign,Biden,neutr
541,Sanders: This victory is the beginning of the end for Trump,Trump,unk
542,Buttigieg: We are here to stay,Buttigieg,pos
543,"Trump mocks 'Pocahontas' Warren, 'Impeachment King' Steyer after poor showing in New Hampshire",Steyer,neg
544,How will New Hampshire play out for President Trump?,Trump,neutr
545,Trump taunts Roger Stone prosecutors who 'cut and ran' from case,Trump,neg
546,Klobuchar gives proud speech after strong New Hampshire showing: 'Beaten the odds every step of the way',Klobuchar,neutr
547,Lara Trump says Democrats should be nervous about New Hampshire results,Trump,pos
548,Trump pulls former US attorney Jessie Liu’s nomination for Treasury role,Trump,neutr
549,"Michael Bennet drops out of 2020 presidential race, after New Hampshire primary",Bennet,neg
550,Trump easily wins New Hampshire Republican primary,Trump,pos
551,Andrew Yang: We accelerated the eradication of poverty,Yang,pos
552,Buttigieg surrogate on campaign momentum from Iowa to New Hampshire,Buttigieg,neutr
553,Sanders takes early lead as New Hampshire results trickle in,Sanders,pos
554,Trump tries to steal Democrats' thunder in New Hampshire,Trump,neg
555,Lewandowski: Tonight is going to be a big night for Sanders and Buttigieg,Buttigieg,pos
556,Wallace: I think Joe Biden is in serious trouble,Biden,neg
557,Yang: Our goal is to finish top 4 in New Hampshire,Yang,neutr
558,Trump calls Romney a ‘disgrace’ for impeachment vote,Trump,neg
559,Trump Administration Expected to Loosen Military’s Limits on Land Mines,Trump,neutr
560,Bernie Sanders Is Still Sad About the Dodgers,Sanders,neutr
561,"Buttigieg Sharpens Biden, Sanders Attacks as Caucuses Near",Biden,pos
562,How Iowa Could Decide Joe Biden’s Fund-Raising Future,Biden,neutr
563,Pompeo Plays Clean-Up in Ukraine as Trump Trial Nears End,Trump,neutr
564,‘I’m a Democrat’: Biden Accuses Sanders of Not Being a Party Member,Biden,neutr
565,House Votes to Repeal 2002 Military Authorization in Bid to Rein in Trump on Iran,Trump,neg
566,"Aiming at Trump, Biden Says a President's Character Matters",Trump,neg
567,"Postal Workers Union With 200,000 Members Endorses Sanders",Sanders,pos
568,"Bloomberg, Trump Detail Campaign Ads to Air on Super Bowl",Bloomberg,neutr
569,"Buttigieg Endorsed by Major California, Nevada LGBTQ Group",Buttigieg,neutr
570,Trump: Justice Department corrected 'horribleness' of Stone sentencing,Trump,neutr
571,Elizabeth Warren under fire for saying she accepted broke college student's 'last few dollars' for her campaign,Warren,neg
572,Biden Under Pressure to Prove He Can Thwart New GOP Attacks,Biden,neg
573,Biden Plans a Counterattack at Trump as Impeachment Tensions Rise,Biden,neg
574,Trump Ally Held Event Handing Out Cash in a Black Community,Trump,neg
575,"As Other Democrats Feud, Bloomberg Hammers Trump on Health Care",Bloomberg,pos
576,Biden Aides Weigh Pursuing an Iowa Caucus Alliance With Klobuchar,Biden,neg
577,"At Rally, Trump Praises Van Drew for Leaving ‘Deranged’ Democratic Party",Trump,neutr
578,"On the Day Democrats Vote in Iowa, Trump Plans to Flood the Zone",Trump,neutr
579,Bolton Book Puts New Focus on Trump’s Actions in Turkey and China Cases,Trump,neutr
580,Pro-Israel Democratic Super PAC to Air Attack Ads Against Bernie Sanders,Sanders,neg
581,Joni Ernst Asks if Impeachment Trial Will Turn Iowa Caucusgoers Against Biden. They Answer.,Biden,neutr
582,On Politics: A Sanders Scenario,Sanders,neutr
583,How People of Color Inside the Buttigieg Campaign Sought to Be Heard,Buttigieg,neutr
584,A Primary From the Right? Not in Trump’s G.O.P.,Trump,neutr
585,"Bolton Was Concerned That Trump Did Favors for Autocratic Leaders, Book Says",Trump,neg
586,"In Iowa, the ‘Not Sanders’ Democrats Find Voters Torn",Sanders,neg
587,How Pete Buttigieg Tailors His Message to Black and White Voters,Buttigieg,neutr
588,"Impeachment Trial Highlights: Trump’s Lawyers Avoid Bolton, Giuliani Surfaces and a History Lesson",Trump,neg
589,Trump Denies Telling Bolton That Ukraine’s Aid Depended on Biden Investigations,Biden,neg
590,"John Bolton’s Account Upends Trump’s Denials, but Will It Upend Trump?",Trump,neutr
591,Bernie Sanders and His Internet Army,Sanders,neutr
592,5 Takeaways on Trump and Ukraine From John Bolton’s Book,Trump,neutr
593,6 Revelatory Moments From the Video of Trump’s Private Donor Dinner,Trump,unk
594,Tape Made Public of Trump Discussing Ukraine With Donors,Trump,neutr
595,Cities Prepare for the Worst as Trump’s Food Stamp Cuts Near,Trump,neg
596,"Trump Team, Opening Defense, Accuses Democrats of Plot to Subvert Election",Trump,neutr
597,Who are Trump's Impeachment Defense Lawyers,Trump,neutr
598,What to Watch For in Trump’s Impeachment Trial on Saturday,Trump,neutr
599,"Sanders, Biden, Clinton? This Week in the 2020 Race",Sanders,neutr
600,Trump Tries to Upstage Drama in the Senate With His Own Programming,Trump,neg
601,Lev Parnas Says He Has Recording of Trump Calling for Ambassador’s Firing,Trump,neutr
602,Why a Joe Rogan Endorsement Could Help (or Backfire on) Bernie Sanders,Sanders,neutr
603,"Trump Gives Speech at 2020 March for Life Rally in Washington, D.C.",Trump,pos
604,What to Watch For in Trump’s Impeachment Trial on Friday,Trump,neutr
605,Now Testifying for the Prosecution: President Trump,Trump,neutr
606,Democrats Seek to Pre-empt Trump’s Defense in Impeachment Trial,Trump,neg
607,Kamala Harris Is Said to Be Weighing an Endorsement of Joe Biden,Biden,pos
608,Justice Dept. Says Facts Did Not Justify Continued Wiretap of Trump Aide,Trump,unk
609,"Seeing a Bloomberg Ad on Fox News, Trump Takes the Bait",Trump,neg
610,Tom Steyer Exaggerates Fossil Fuel Divestment,Steyer,neg
611,What to Watch For in the Trump Impeachment Trial,Trump,neutr
612,‘Where Is Kevin?’ McCarthy Finds a Place in the Trump Camp,Trump,neutr
613,Local Prosecutor in Washington Sues Trump Inaugural Committee,Trump,neg
614,Why Bernie Sanders Went on the Attack Against Joe Biden,Sanders,neutr
615,Trump Impeachment Trial: Live Updates,Trump,neutr
616,Pete Buttigieg Once Led in Iowa. Can He Get His Groove Back?,Buttigieg,neutr
617,"Biden and Sanders Trade Criticism Over Honesty, Social Security and Guns",Sanders,neg
618,Trump Considering an Expansion of His 2017 Travel Ban,Trump,neutr
619,Barr Once Contradicted Trump’s Claim That Abuse of Power Is Not Impeachable,Trump,neutr
620,Sanders Apologizes to Biden for Surrogate’s Critique,Biden,neutr
621,‘Constitutional Nonsense’: Trump’s Impeachment Defense Defies Legal Consensus,Trump,neutr
622,McConnell Pushes to Speed Impeachment Trial as Trump Requests Swift Acquittal,Trump,neutr
623,"Mentioning Trump and K.K.K. in Same Sentence, Biden Condemns Hate",Trump,neg
624,Biden and Sanders Clash Over Social Security,Biden,neutr
625,Trump on Virginia Gun Dispute: 2nd Amendment ‘Under Very Serious Attack’,Trump,neg
626,Sanders vs. Warren: This Week in the 2020 Race,Sanders,neutr
627,Impeachment Briefing: Team Trump,Trump,neutr
628,"Jane Raskin, Who Helped Trump in Mueller Inquiry, Joins President’s Defense Team",Trump,neutr
629,Trump Campaign Plans Greater Focus on ‘Bundlers’,Trump,neutr
630,Michael Bloomberg Can Keep Details of His Wealth Hidden Until After Super Tuesday,Bloomberg,neutr
631,Pat Cipollone: White House Counsel Who Will Help Lead Trump Legal Team,Trump,neutr
632,"In Jay Sekulow, Trump Taps Longtime Loyalist for Impeachment Defense",Trump,neg
633,"Joe Biden’s Poll Numbers Are Steady, but Are They Immovable?",Biden,neutr
634,"Evelyn Yang, Wife of Andrew Yang, Says She Was Assaulted by Her Gynecologist",Yang,neg
635,California Governor Wants Truce With Trump in Homelessness Fight,Trump,neutr
636,"Angry Trump Says Focus Should Be on a Trade Deal, Not a ‘Hoax’",Trump,neg
637,"Sanders-Warren: An Alliance, if Not a Close Friendship, Suddenly Fractures",Warren,neutr
638,Senate Opens Trump Impeachment Trial as New Ukraine Revelations Emerge,Trump,neg
639,Key Moments as Trump’s Impeachment Trial Formally Begins,Trump,neutr
640,G.A.O. Report Says Trump Administration Broke Law in Withholding Ukraine Aid,Trump,neg
641,Trump Falsely Calls China Trade Agreement ‘Biggest Deal There Is’,Trump,neg
642,Elizabeth Warren Confronts the Skeptics Who Fear Her Plans Go Too Far,Warren,pos
643,"Warren Told Sanders After Debate, ‘I Think You Called Me a Liar on National TV’",Sanders,neg
644,Judge Halts Trump Policy That Allows States to Bar Refugees,Trump,neg
645,Warren and Sanders Seemed to Calm Things. Then the Debate Ended.,Sanders,pos
646,"Trump, Like Obama, Seeks Change in Iran. But He Differs in How to Do It.",Trump,neutr
647,"Senate Has Votes to Pass Limits on Trump’s Iran War Power, Likely Drawing a Veto",Trump,neutr
648,Trump and His Aides Focused for Now on 2 Rivals (Neither Is the Front-Runner),Trump,neg
649,An Ad From Bernie Sanders Invokes J.F.K.,Sanders,neg
650,Trump’s Impeachment Trial a Perilous Duty for Chief Justice,Trump,neg
651,Documents Provide New Details of Trump’s Pressure Campaign on Ukraine,Trump,neutr
652,Trump’s Supporters See U.S. Victory in China Trade Deal,Trump,unk
653,Trump Plans to Divert Additional $7.2 Billion From Military to Wall,Trump,neg
654,Bernie Sanders Says He’d Consider Releasing List of Supreme Court Picks,Sanders,neutr
655,The Trump Administration’s Fluctuating Explanations for the Suleimani Strike,Trump,neg
656,Joe Biden’s Vote for War,Biden,neg
657,"Trump, Shifting Arguments, Urges Swift Dismissal of Impeachment Charges",Trump,neutr
658,Judge Judy Has Issued Her Decision: She Likes Michael Bloomberg,Bloomberg,pos
659,Trump Took Credit for Lower Cancer Death Rates. Advocates Say Not So Fast.,Trump,neg
660,Michael Bloomberg Is Open to Spending $1 Billion to Defeat Trump,Bloomberg,neg
661,"Former Marine Posed as Security Member for Trump’s Marine One, Officials Say",Trump,neutr
662,Logjam Over Impeachment Trial Leaves Trump Prosecutors Little Time to Prepare,Trump,neutr
663,Sanders and Biden Look for Dominance in Early States,Sanders,neutr
664,"F.B.I. Apologizes to Court for Botching Surveillance of Trump Adviser, and Pledges Fixes",Trump,neutr
665,"Texas Governor Shuts State to Refugees, Using New Power Granted by Trump",Trump,neutr
666,Bernie Sanders Leads Tight Race in New Iowa Poll,Sanders,pos
667,Why Pete Buttigieg Has Made Religion Central to His Campaign,Buttigieg,neutr
668,How the Public Feels About Trump’s Iran Strategy,Trump,neg
669,He Was Cruising in a G.O.P. Primary. Then Trump Endorsed an Ex-Democrat.,Trump,neutr
670,Twin Court Rulings Buoy Construction of Trump’s Border Wall,Trump,neutr
671,Competing for Sanders’s New Hampshire Voters: Yang and Gabbard,Sanders,neg
672,House Votes to Restrain Trump’s Iran War Powers,Trump,neg
673,Trump Claims Iranians Were Plotting to Blow Up American Embassy,Trump,neutr
674,Bernie Sanders’s Latest Endorsement: Sunrise Movement,Sanders,neutr
675,Around the Country in 17 Hours With Michael Bloomberg,Bloomberg,neutr
676,The Trump Doctrine Tests the G.O.P.,Trump,neutr
677,Fact Checking Trump's Speech on the Iran Conflict,Trump,neutr
678,Pelosi Announces Vote to Limit Trump’s War-Making Power Against Iran,Trump,neg
679,Full Transcript: President Trump’s Address on Iran,Trump,neutr
680,A Strategy for the Mideast That Has Even Trump’s Allies Scratching Their Heads,Trump,neg
681,Connecticut Man Admits He Threatened to Kill President Trump,Trump,neg
682,"Pressed for Details on Suleimani Strike, Trump Administration Gives Few",Trump,neg
683,Donor to Trump Inauguration Charged With Obstructing Investigation,Trump,neg
684,"Days After Suleimani Killing, Trump Campaign Promotes It on Facebook",Trump,neg
685,"Joe Biden, Seeking Commander-in-Chief Moment, Denounces Trump’s Iran Escalation",Biden,neg
686,Elizabeth Warren’s Bankruptcy Plan Revives Old Clash With Biden,Biden,neg
687,"Deval Patrick Hopes for an Unlikely Surge, but for Many, ‘It’s Awfully Late’",Patrick,neg
688,"For Some Never Trumpers, Killing of Suleimani Was Finally Something to Like",Trump,neg
689,Julián Castro Endorses Elizabeth Warren for President,Warren,pos
690,Biden and Sanders Differ on Foreign Policy. They’re Happy to Tell You So.,Biden,neutr
