Sno,Date,Headline,Covid,Sentiment,Description,Image,Source
375,2020-04-24,Not clear why COVID-19 test result should take 5 days: Central team to WB govt,1,0,"The Inter-Ministerial Central Team (IMCT) that visited West Bengal to assess COVID-19 situation wrote to state Chief Secretary seeking clarification from state government over five-day waiting period for COVID-19 test results. ""It's not clear why test results should take such a long time...there's danger of COVID-19 negative [person getting infected] in hospital while awaiting result,"" it said.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/24_fri/img_1587723691683_505.jpg,https://twitter.com/ANI/status/1253612469005754370?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
376,2020-04-24,Deeply grateful to SC for defending my freedom as journalist: Arnab,0,1,"Republic TV Editor-in-Chief Arnab Goswami on Friday said he was ""delighted"" that the Supreme Court (SC) has given him protection from arrest. ""I'm deeply grateful to [SC] for also upholding my constitutional right to report and broadcast and for defending my freedom of expression and my freedom as a journalist,"" said Goswami. All FIRs, except one, were stayed against Goswami.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/24_fri/img_1587734538150_176.jpg,https://www.newindianexpress.com/nation/2020/apr/24/deeply-grateful-to-sc-for-upholding-my-freedom-of-expression-arnab-goswami-on-protection-order-2134708.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
377,2020-04-24,"Live fish gets stuck in Kerala man's throat for an hour, removed after surgery",0,0,"Krishnan, a 60-year-old man from Kerala's Thrissur, accidentally swallowed a live fish that got stuck in his throat for an hour. The man had caught 'Pearl Spot' fish and in order to catch another, he kept it between his teeth to free his hands. After a surgery involving four doctors, four house surgeons and three nurses, the fish was removed.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/24_fri/img_1587719823523_59.jpg,https://www.thenewsminute.com/article/video-live-fish-gets-stuck-kerala-mans-throat-hour-removed-after-surgery-123193?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
378,2020-04-24,Inspiring: Himachal CM after Hyd policeman pays man's hospital bill,0,1,"A Hyderabad policeman paid ₹20,000 medical bill for a man from Himachal Pradesh, suffering from appendix pain, stranded in Telangana due to coronavirus lockdown. Himachal Pradesh CM Jai Ram Thakur praised him, ""Your deed is an inspiration to all persons involved in the fight against COVID-19."" ""We won't forget the help of the inspector in our life,"" said man's family.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/24_fri/img_1587715674456_544.jpg,https://www.hindustantimes.com/india-news/hyderabad-cop-pays-man-s-hospital-bill-gets-thank-you-letter-from-himachal-cm/story-wJNmPE5Y92MijqjjjIdsjL.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
379,2020-04-24,CISF constable posted at Delhi airport tests +ve for COVID-19,1,0,"A Central Industrial Security Force (CISF) constable posted at Delhi's Indira Gandhi International (IGI) Airport has tested positive for COVID-19. Reportedly, the patient has been shifted to an isolation ward in Jhajjar, Haryana. According to the Ministry of Health and Family Welfare, Delhi has so far reported 2,376 coronavirus positive cases, including 808 cured or discharged cases and 50 deaths.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/24_fri/img_1587723868566_567.jpg,https://www.newindianexpress.com/cities/delhi/2020/apr/24/cisf-constable-posted-at-delhi-airport-tests-positive-for-coronavirus-2134684.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
380,2020-04-24,"PM Modi, Sitharaman to meet today to finalise second stimulus package",1,1,"PM Narendra Modi and Union Finance Minister Nirmala Sitharaman will meet on Friday to finalise the second stimulus package for the poor and needy, amid the coronavirus lockdown. Reportedly, the announcement regarding the details of the package is likely to be made soon. Earlier in March, Sitharaman had announced a ₹1.70 lakh crore economic stimulus package.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/24_fri/img_1587720226095_425.jpg,https://www.freepressjournal.in/business/pm-modi-nirmala-sitharaman-to-hold-meeting-today-to-finalise-second-stimulus-package?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
381,2020-04-24,"Number of COVID-19 cases in Indore exceed 1,000, death toll at 55",1,0,"As many as 84 more people have tested positive for coronavirus in Madhya Pradesh's Indore, taking the tally in the city to 1,029, the Chief Medical and Health Officer of the city has stated. Further, 55 coronavirus patients have died in Indore so far. According to government data, there are nearly 1,700 cases of COVID-19 in Madhya Pradesh.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/24_fri/img_1587722083730_861.jpg,https://twitter.com/ANI/status/1253395326091825154?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
382,2020-04-24,"Centre, RBI must come out of Lakshman Rekha: WB Finance Minister",1,0,"West Bengal Finance Minister Amit Mitra said that the Centre must announce a package of 6% of GDP as suggested by CM Mamata Banerjee to PM Narendra Modi. ""The Union government...Reserve Bank of India must come out of their ""Lakshman Rekha"" and take bold decisions, not incremental measures,"" Mitra added. ""A substantial stimulus is a must,"" he further said.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/24_fri/img_1587715874111_2.jpg,https://www.hindustantimes.com/india-news/centre-must-step-out-of-lakshman-rekha-announce-big-bang-stimulus-amit-mitra/story-3ieJT9nEzGHosJXlF2VGnO.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
383,2020-04-24,All hands on deck need of the hour: Delhi HC on COVID-19 crisis,1,0,"Delhi High Court (HC) has said that when India is struggling to control COVID-19, ""it's need of the hour that all hands are on deck"". It said this while hearing a plea on food shortage problem faced by migrant and daily wage workers in relief camps. HC bench suggested to Delhi government to appoint nodal officers to address the problem.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/24_fri/img_1587730290186_378.jpg,https://www.newindianexpress.com/nation/2020/apr/24/all-hands-needed-on-deck-as-country-struggles-to-contain-covid-19-says-delhi-hc-2134690.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
384,2020-04-24,Sikh devotees stranded in Maharashtra Gurudwara sent home,1,1,"Maharashtra government with Centre's help on Thursday sent 330 Sikh devotees, who were stranded in Sachkhand Gurudwara in Nanded, back home to Punjab and Haryana. The decision was taken after approval by Union Home Minister Amit Shah. Reportedly, at least 3,000 pilgrims are stuck for over a month and the safe return of remaining devotees is also being arranged.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/24_fri/img_1587716825477_470.jpg,https://zeenews.india.com/india/sikh-devotees-stranded-due-to-coronavirus-covid-19-lockdown-in-maharashtra-sent-home-2278656.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
385,2020-04-24,"Char Dham temples to reopen amid lockdown, no pilgrim to be allowed",1,1,"The Char Dham temples in Uttarakhand will reopen amid the coronavirus lockdown but pilgrims won't be allowed to visit, state Tourism and Culture Minister Satpal Maharaj said. Only priests who have to perform the pujas and temple committee officials will be allowed, he added. Gangotri and Yamunotri temples will open on April 26 while Kedarnath will open on April 29.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/24_fri/img_1587730153229_63.jpg,https://repository.inshorts.com/articles/en/PTI/861bccfa-caa3-4e42-859e-a2a59e326e07?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
386,2020-04-24,"I'm elected, you are nominated: WB CM Mamata to Governor",0,0,"West Bengal CM Mamata Banerjee has accused Governor Jagdeep Dhankhar of forgetting that she's the ""elected CM of a proud Indian state"" whereas he's a nominated governor. Dhankhar, who has earlier voiced concern over the state's handling of the coronavirus pandemic, called her letter ""factually wrong"" and added, ""If I go by your response, I should be in 'sleep mode'.""",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/24_fri/img_1587714262041_349.jpg,https://zeenews.india.com/india/im-elected-you-are-nominated-cm-mamata-banerjee-reminds-west-bengal-governor-he-hits-back-2278609.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
387,2020-04-23,"Coronavirus cases in Rajasthan reach 1,964; death toll at 28",1,0,"Rajasthan on Thursday reported 76 new coronavirus cases and one death, taking the total number of cases in the state to 1,964 including 28 deaths. Jaipur is the worst-affected district in the state with 740 cases and 14 deaths. A total of 451 people have recovered from COVID-19 in the state and 158 have been discharged from the hospitals.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/23_thu/img_1587660521956_299.jpg,https://twitter.com/PIBJaipur/status/1253354896331399168?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
388,2020-04-23,"Total number of COVID-19 cases in Uttar Pradesh crosses 1,500; death toll at 24",1,0,"The total number of coronavirus cases in Uttar Pradesh has reached 1,510 on Thursday after the state reported 61 new cases, the state health department said. The number of coronavirus patients who have been discharged rose to 206, while 24 people have died of the virus in the state. Agra remains the worst-affected district in the state with 336 cases.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/23_thu/img_1587659251486_14.jpg,https://twitter.com/ANINewsUP/status/1253352924920627208?s=20&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
389,2020-04-23,"COVID-19 cases in Bengaluru Urban crosses 100, total cases in Karnataka now 445",1,0,"The total number of coronavirus cases in Karnataka's worst-hit Bengaluru Urban district reached 101 on Thursday, taking the total number of cases in the state to 445, the state health department said. The recovered cases in the state have reached 145, while the death toll stands at 17. Mysuru district has reported 88 cases.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/23_thu/img_1587660908763_523.jpg,https://twitter.com/CMofKarnataka/status/1253301014247202827?s=20&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
390,2020-04-23,"Maharashtra reports 778 new coronavirus cases in last 24 hours, total rises to 6,427",1,0,"As many as 778 new cases of coronavirus were reported in Maharashtra in the last 24 hours, taking the total number of cases in the state to 6,427. Further, 14 new deaths were reported in the last 24 hours, with the total death toll surging to 283. Out of the 778 new cases, 522 were reported in Mumbai.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/23_thu/img_1587655578513_815.jpg,https://twitter.com/ANI/status/1253342199225307136?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
391,2020-04-23,Coronavirus death toll in Delhi rises to 50; 52% deceased were aged above 60,1,0,"The death toll due to coronavirus has risen to 50 in Delhi, with 52.1% of the deceased being aged above 60. Out of all the deaths, 84% patients had underlying health conditions. Further, the cases in Delhi have reached 2,376 after 128 new cases were reported today. Meanwhile, as many as 808 COVID-19 patients have recovered in Delhi.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/23_thu/img_1587656169321_171.jpg,https://twitter.com/CMODelhi/status/1253345233498226689?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
392,2020-04-24,"Rajasthan reports 36 new COVID-19 cases, total reaches 2,000",1,0,"Rajasthan has reported 36 fresh cases of coronavirus, taking the tally in the state to 2,000, the state health department said on Friday. Of the new cases, 18 were reported in Kota, 13 in Jaipur, four in Jhalawar and one in Bharatpur. As many as 27 people have died due to COVID-19 in the state.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/24_fri/img_1587707215287_451.jpg,https://www.thequint.com/news/india/coronavirus-covid-19-latest-news-breaking-news-live-updates-24-april?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
393,2020-04-24,"We've tried plasma therapy on 4 patients, results are encouraging so far: Kejriwal",1,1,"Delhi Chief Minister Arvind Kejriwal on Friday said, ""We have tried plasma therapy on 4 patients at Lok Nayak Jai Prakash Narayan Hospital. Till now the results are encouraging."" ""We will continue the trials for the next two or three days...We will then request the Centre for permission to treat coronavirus patients, who are serious, with plasma therapy,"" he added.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/24_fri/img_1587711000163_147.jpg,https://twitter.com/ANI/status/1253573742615162881?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
394,2020-04-24,IIT Delhi's coronavirus testing method approved by ICMR,1,1,"IIT Delhi has become the first academic institute to obtain ICMR approval for real-time PCR-based COVID-19 diagnostic assay with 100% specificity. Using comparative sequence analyses, the team identified unique regions (short stretches of RNA sequences) in the COVID-19/SARS COV-2 genome. These regions are not present in other human coronaviruses, providing an opportunity to detect COVID-19.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/23_thu/img_1587658824217_154.jpg,http://www.iitd.ac.in/content/icmr-approves-probe-free-covid-19-detection-assay-developed-iit-delhi-0?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
395,2020-04-24,"Over 3,200 arrested in Noida, Greater Noida in 1 month for defying lockdown ",1,0,"Over 3,200 people were arrested across Noida and Greater Noida during the period of one month for violating lockdown restrictions, according to police data from March 23 till 7 pm of April 22. Nearly 3,700 people were booked while 944 FIRs were filed. UP had announced a lockdown in 15 districts from March 23-25 before a country-wide lockdown was announced. ",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/24_fri/img_1587698254155_430.jpg,https://www.financialexpress.com/india-news/covid-19-over-3200-arrested-in-noida-greater-noida-for-defying-lockdown-since-march-23/1937432/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
396,2020-04-24,"Covid-19 has thrown up new challenges, taught us new things: PM",1,1,"Addressing village heads on Panchayati Raj Diwas on Friday, PM Narendra Modi stated, ""Coronavirus has taught us that we have to be self-reliant because otherwise, we won't be able to deal with such problems."" PM Modi added, ""The coronavirus pandemic has thrown up new challenges which we have never faced before, but it has also made us learn new things.""",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/24_fri/img_1587713858183_62.jpg,https://zeenews.india.com/india/coronavirus-covid-19-crisis-has-taught-us-to-be-self-reliant-says-pm-narendra-modi-2278672.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
397,2020-04-24,Delhi Police raid Tablighi Jamaat chief Maulana Saad's farmhouse in UP,0,0,"The Delhi Police on Thursday raided the farmhouse of absconding Tablighi Jamaat chief Maulana Saad in Shamli district, Uttar Pradesh. An FIR was registered against Saad and others under the Epidemic Diseases Act, 1897 in connection with the mid-March congregation held at Nizamuddin Markaz in Delhi. So far, the Delhi Police has issued two notices to Saad.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/24_fri/img_1587699900490_295.jpg,https://www.financialexpress.com/india-news/nizamuddin-markaz-case-delhi-police-raid-tablighi-jamaat-chief-maulana-saas-farmhouse-in-shamli/1937764/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
398,2020-04-24,11 Indian nationals die due to Covid-19 in Saudi Arabia,1,0,"Eleven Indian nationals have died due to Covid-19 in Saudi Arabia as of April 22, the Indian Embassy in Saudi Arabia stated in a press release on Wednesday. It further added, ""The Embassy also reiterates the need for the community to remain calm and avoid spreading of rumours that may create panic."" ",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/24_fri/img_1587701560802_132.jpg,https://www.aninews.in/news/world/others/11-indian-nationals-die-due-to-covid-19-in-saudi-arabia20200424034837/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
399,2020-04-24,Tripura becomes coronavirus free after 2nd patient tests -ve: CM,1,1,"Tripura CM Biplab Kumar Deb on Thursday tweeted that the state has become coronavirus free after the second patient has been found negative after consecutive tests. ""I request everyone to maintain social distancing...follow government guidelines,"" he added. ""I thank all the doctors, healthcare staffs, all front line warriors and public for making Tripura a corona free state,"" CM tweeted.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/24_fri/img_1587697078442_792.jpg,https://www.india.com/news/india/after-goa-and-manipur-now-tripura-becomes-coronavirus-free-state-cm-thanks-health-workers-4009188/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
400,2020-04-24,"Telangana reports 27 new coronavirus cases, total reaches 970",1,0,"Telangana has reported 27 fresh cases of coronavirus, taking the tally in the state to 970, state Health Minister Eatala Rajender has stated. Over 260 coronavirus patients have been discharged, while 25 patients have passed away in the state. Meanwhile, Rajender added that there are nine labs in the state for COVID-19 tests.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/24_fri/img_1587715098510_47.jpg,https://www.aninews.in/news/national/general-news/27-new-covid-19-cases-in-telangana-state-health-minister20200424024916/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
401,2020-04-23,"How many coronavirus cases did India, Italy, UK, US, Turkey report after 5 lakh tests?",1,1,"The government said that India crossed 5 lakh coronavirus tests on Wednesday, out of which over 20,000 people tested positive. It added US reached 5 lakh tests on March 26 and reported around 80,000 positive cases. Italy and UK reported 1 lakh and 1.2 lakh cases respectively after 5 lakh tests each, while Turkey reported 80,000 positive cases.  ",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/23_thu/img_1587659365388_424.jpg,https://twitter.com/PIB_India/status/1253306424429408256?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
402,2020-04-24,"SC stays all FIRs against Arnab Goswami except one, orders security for him",0,0,The Supreme Court on Friday stayed all FIRs except one which was registered in Nagpur against Republic TV Editor-in-Chief Arnab Goswami. The FIRs were registered over his remarks on TV related to the Palghar lynching case and against Congress interim President Sonia Gandhi. The Supreme Court also directed Mumbai Police Commissioner to provide security to Arnab and Republic TV.,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/24_fri/img_1587711720379_903.jpg,https://twitter.com/ANI/status/1253577912974028800?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
403,2020-04-23,2 arrested in Palghar lynching case linked to BJP: Congress leader,0,0,"Congress spokesperson Sachin Sawant claimed that two men arrested in the Palghar lynching case were directly linked to BJP. Sawant said that 25-year-old Ishwar Bandhu Nikole, who has been arrested, is a member of BJP's booth committee for Gadchinchale village. Another man who has been arrested, Bhau Sathe, is also a member of the BJP's village booth committee, Sawant alleged.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/23_thu/img_1587663019408_541.jpg,https://covid-positive-news.herokuapp.com
404,2020-04-24,Police complaint filed against Kangana for supporting Rangoli,0,0,"A police complaint has been filed against Kangana Ranaut by advocate Ali Kaashif Khan Deshmukh for supporting sister Rangoli Chandel after Twitter suspended her account over alleged hate speech against a community. ""One sister calls for genocide...other sister not just [supports] her...but also gives...label of terrorist to a sect,"" his complaint read. The complaint has been filed in Mumbai.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/24_fri/img_1587711584179_840.jpg,https://www.bollywoodlife.com/news-gossip/police-complaint-filed-against-kangana-ranaut-for-supporting-rangoli-chandel-over-twitter-suspension-1610932/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
405,2020-04-24,"Man thrashed for coughing, dies after falling into gutter during assault",1,0,"A 34-year-old man, who was allegedly attacked on suspicion of having coronavirus on Wednesday morning, died after falling into a gutter during the assault in Thane district, Maharashtra. The police said that the deceased, Ganesh Gupta, was assaulted by a few passersby when he coughed after stepping out of his home to purchase some essentials. ",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/24_fri/img_1587704526910_535.jpg,https://www.thequint.com/news/india/coronavirus-covid-19-latest-news-breaking-news-live-updates-24-april?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
406,2020-04-24,Deplorable: BJP MLA on Bajaj Auto MD Rajiv Bajaj's lockdown remarks,1,0,"Siddharth Shirole, BJP MLA from Pune's Shivajinagar constituency, tweeted that Bajaj Auto MD Rajiv Bajaj's remarks on lockdown are ""deplorable."" ""It's deplorable that Bajaj is willing to sacrifice the life of our elders...and vulnerable for the so-called [his version of] greater good,"" he said. ""Maybe an MD can choose between life of his employees and profit...but government can't,"" Shirole added.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/24_fri/img_1587705078143_605.jpg,https://www.freepressjournal.in/india/pune-bjp-mla-lashes-out-at-rajiv-bajaj-says-an-md-can-choose-between-the-life-of-his-employees-and-profit-but-a-govt-cant?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
407,2020-04-24,"Instead of tackling coronavirus, BJP spreading virus of hatred: Sonia",0,0,"Congress president Sonia Gandhi has said that BJP is spreading the virus of communal prejudice and hatred, instead of tackling coronavirus unitedly. ""Grave damage is being done...our party, we will have to work hard to repair that damage,"" Gandhi added. ""We've repeatedly urged the PM...there is no alternative to testing, tracing and quarantine,"" she further said.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/24_fri/img_1587710937261_384.jpg,https://www.thequint.com/news/india/instead-of-tackling-coronavirus-bjp-spreading-virus-of-hatred-sonia-gandhi?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
408,2020-04-24,Maharashtra Housing Minister Jitendra Awhad tests COVID-19 positive,1,0,NCP leader and Maharashtra Housing Minister Jitendra Awhad tested coronavirus positive on Thursday. He had admitted himself to a private hospital in Thane for a precautionary check-up after being under self-quarantine with family when his security staff had tested positive. It is suspected that Awhad got infected after he met a coronavirus positive police inspector earlier in April.,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/24_fri/img_1587698411668_697.jpg,https://www.thequint.com/news/india/amid-spike-in-covid-19-cases-in-maharashtra-housing-minister-jitendra-ahwad-tests-positive?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
409,2020-04-24,"Centre must provide food, livelihood to the poor: Rahul Gandhi",1,1,"Congress' Rahul Gandhi tweeted that the Central government must provide food and livelihood to the poor amid lockdown. ""Those who earn their daily living...suffering from starvation. No problem is solved with anger...hatred,"" he said. Rahul tweeted the same sharing a report claiming the United Nations saying that the number of people dying due to starvation may increase due to coronavirus.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/24_fri/img_1587707121026_435.jpg,https://www.india.com/news/india/centre-must-provide-food-livelihood-to-the-poor-at-this-lockdown-time-says-rahul-gandhi-4009209/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
410,2020-04-24,Reducing Maha's COVID-19 mortality rate is govt's focus: CM Uddhav,1,1,"Amid rising coronavirus cases in Maharashtra, CM Uddhav Thackeray on Thursday said that both, reducing mortality rate of patients and improving doubling rate of cases, are his government's focus. Thackeray said so during an interaction with coronavirus review teams and added that the doubling rate of cases is seven days, which has to be increased to more than 10 days.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/24_fri/img_1587699379319_728.jpg,https://www.newindianexpress.com/nation/2020/apr/23/reducing-maharashtras-covid-19-mortality-rate-governments-priority-cm-2134400.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
411,2020-04-24,Delhi Police arrests 5 persons with restricted drug worth ₹3 crore,0,0,The Delhi Police has arrested five drug peddlers including two women with 332 grams of amphetamine medicine which is restricted for sale. Reportedly the estimated cost of the drug is around ₹3 crore in the international market. Dwarka district DCP on Thursday said that the police came to know about drug peddlers at 7 pm on Wednesday.,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/24_fri/img_1587703266428_62.jpg,https://zeenews.india.com/india/five-arrested-in-delhi-with-restricted-drug-worth-rs-3-crore-2278633.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
412,2020-04-23,No. of cured coronavirus patients more than active patients in Noida for 1st time: DM,1,1,"Gautam Buddha Nagar District Magistrate Suhas LY today revealed that the number of cured coronavirus patients is more than the number of active patients in the district for the first time. He added that 54 patients have been cured, while 49 cases are active. ""We have to be extremely cautious as the virus growth is exponential and recovery is linear.""",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/23_thu/img_1587646769617_807.jpg,https://twitter.com/dmgbnagar/status/1253291185403129856?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
413,2020-04-23,IMCT denies it projected COVID-19 cases in Mumbai to reach 6.5 lakh by mid-May,1,0,"The Inter-Ministerial Central Team (IMCT) has refuted media reports claiming that it has projected coronavirus cases in Mumbai to touch 42,604 by April 30 and 6.5 lakh by mid-May. In a statement issued from Mumbai on Thursday, IMCT said that no such projection has been made. The Maharashtra government had earlier urged the public not to panic over it.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/23_thu/img_1587655234513_260.jpg,https://twitter.com/PBNS_India/status/1253341267133698048?s=20&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
414,2020-04-23,"No new coronavirus case in 78 districts in 14 days; total cases in India now 21,700",1,0,"The government on Thursday revealed that as many as 78 districts have not reported any new case of coronavirus in the last 14 days, while 12 districts haven't reported a new case in last 28 days. Further, the total number of cases in India have risen to 21,700, while the death toll has surged to 686.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/23_thu/img_1587644981807_937.jpg,https://www.mohfw.gov.in/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
415,2020-04-23,%age of +ve coronavirus cases not rising despite 24-fold increase in testing: Govt,1,1,"The government on Thursday said that since lockdown, the growth in positive cases of coronavirus is not exponential. It added that despite a 24-fold increase in testing during lockdown, the percentage of positive cases is not rising. ""The percentage of positive cases as a ratio of testing is more or less the same as that a month back,"" it stated.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/23_thu/img_1587647562723_543.jpg,https://twitter.com/PIB_India/status/1253304327009005569?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
416,2020-04-23,"Odisha announces 60-hr shutdown in Balasore, Bhadrak & Jajpur from 10 pm tonight",1,0,"Odisha government has announced a 60-hour complete shutdown in Balasore, Bhadrak and Jajpur from 10 pm tonight to curb the spread of coronavirus. The three districts have reported combined 33 positive coronavirus cases. ""Police will be constrained to prosecute and take other legal action against those violating the shutdown,"" Odisha DGP tweeted.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/23_thu/img_1587656461029_114.jpg,https://www.india.com/news/india/coronavirus-live-april-23-dont-proceed-with-defence-acquisition-processes-ministry-writes-to-services-4008267/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
417,2020-04-23,Entire Muslim community can't be held responsible for one group's crime: Naqvi,0,0,"Reacting to the instances of Muslims being blamed for the increase in COVID-19 cases after Tablighi Jamaat event in Delhi, Minority Affairs Minister Mukhtar Abbas Naqvi on Thursday said the entire community cannot be held responsible for one group's ""crime"". Naqvi said, ""Whatever that organisation did, criminal negligence or crime...most Muslims have condemned it and called for action against it.""",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/23_thu/img_1587652582673_252.jpg,https://covid-positive-news.herokuapp.com
418,2020-04-23,Gross under-testing: NRI doctors write to Mamata over COVID-19,1,0,"A group of non-resident Bengali medical professionals have written a letter to West Bengal CM Mamata Banerjee expressing concerns over the state government's handling of the COVID-19 situation. They said that the issues of ""gross under-testing"" in West Bengal and the ""misreporting of data on the cause of death"" in COVID-19 patients were the ""most disturbing"" to them.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/23_thu/img_1587650756287_383.jpg,https://www.india.com/news/india/most-disturbing-bengal-doctors-call-out-mamata-banerjee-in-open-letter-on-covid-19-4009024/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
419,2020-04-23,Two discharged after COVID-19 treatment test positive again in Gujarat,1,0,"Two COVID-19 patients who were discharged from a hospital in Gujarat's Patan district after they had tested negative, have tested positive for a second time. The two tested positive again on April 22 after their mandatory 14-day quarantine period. ""The two have been admitted to Patan Civil Hospital once again,"" said DK Parekh, the District Development Officer of Patan.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/23_thu/img_1587652031468_671.jpg,https://covid-positive-news.herokuapp.com
